日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）
2004-02-24,525.0,525.0,525.0,525.0,500.0,525.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.2619047619047619,0.2262857142857142,,,,,0.5904761904761905,0.6024761904761904,,
2004-02-25,568.75,587.5,568.75,587.5,420.0,587.5,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.09582978723404248,0.10638297872340426,,,,,0.5341276595744681,0.48936170212765956,,
2004-02-26,650.0,650.0,650.0,650.0,17.0,650.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.06353846153846147,0.19230769230769232,,,,,0.3423076923076923,0.5096923076923077,,
2004-02-27,775.0,775.0,707.5,775.0,1150.0,775.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1305806451612904,0.16129032258064516,,,,,0.1870967741935484,0.2500645161290322,,
2004-03-01,787.5,806.25,713.75,737.5,440.0,737.5,655.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1101016949152543,0.288135593220339,,,,,0.3220338983050847,0.24244067796610164,,
2004-03-02,726.25,726.25,653.75,662.5,282.0,662.5,682.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.02822641509433969,0.2981132075471698,,,,,0.4037735849056604,0.39818867924528295,,
2004-03-03,637.5495145631068,673.8023300970873,636.2994174757281,643.8,153.0,643.8,693.76,,,,,False,False,False,False,False,False,False,False,False,False,False,0.009630319975147633,0.23873873873873883,,,,,0.41938490214352286,0.44656725691208454,,
2004-03-04,656.2974683544304,712.5515370705244,650.0470162748644,691.3,252.0,691.3,702.0200000000001,,,,,False,False,False,False,False,False,False,False,False,False,False,0.12107623318385657,0.11384348329234782,,,,,0.35078836973817445,0.38333574424996386,,
2004-03-05,697.5517625231911,698.8018552875695,672.5499072356215,673.8,55.0,673.8,681.78,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3357079252003563,0.2169783318492135,,,,,0.3357079252003563,0.42668447610566934,,
2004-03-08,661.3003809523809,672.5512380952381,645.0491428571429,656.3,76.0,656.3,665.54,660.2700000000001,,,,False,False,False,False,False,False,False,False,False,False,False,0.44750876123723915,0.1999085783940272,,,,,0.4799634313576109,0.4304433947889685,,0.4080149029942292
